id,sol,cam_name,img_src,earth_date,rover_name,cat_foun
424905,1000,MAST,http://mars.jpl.nasa.gov/msl-raw-images/msss/01000/mcam/1000MR0044631300503690E01_DXXX.jpg,2015-05-30,Curiosity,Y,
